filename,mse,mae,psnr,ssim,lpips,inference_ms
002621.npy,0.001580235082656145,0.03051837906241417,28.012782712542034,0.7972699670256376,0.27391183376312256,171.3735999946948
001105.npy,0.0017996724927797914,0.025051936507225037,27.448065326686088,0.7625746942960322,0.3322499096393585,159.3155000009574
001554.npy,0.004470908083021641,0.05202370136976242,23.496042885054944,0.7147357229247429,0.3203120231628418,169.20580000441987
001893.npy,0.004328249022364616,0.04832105711102486,23.636877821880834,0.7818124871264882,0.17170608043670654,169.18120000627823
000669.npy,0.003497893223538995,0.04729844629764557,24.561934739213534,0.6680444905084073,0.367043137550354,140.00030000170227
001002.npy,0.0035862047225236893,0.05047351121902466,24.453649106426326,0.5040538238077462,0.7183830142021179,154.7532999975374
002986.npy,0.003701470559462905,0.04793352633714676,24.316257177666444,0.4361454090399649,0.5468571782112122,144.15639999788254
002187.npy,0.004109497647732496,0.048829298466444016,23.8621128322211,0.8885922341384888,0.18199655413627625,160.10090000054333
000700.npy,0.0021121008321642876,0.03185759112238884,26.752853537743366,0.8683396968345642,0.177511528134346,165.50280000956263
002600.npy,0.002573151607066393,0.039485491812229156,25.89534653894801,0.8002807118644938,0.25090956687927246,145.68280000821687
002495.npy,0.007916503585875034,0.07012589275836945,21.014666093160784,0.5944843296227231,0.3410184383392334,162.70929999882355
000292.npy,0.0007043813820928335,0.014641616493463516,31.521921114096465,0.9322048817605972,0.0962115004658699,161.81760000472423
002654.npy,0.0051827747374773026,0.05359417200088501,22.854376716119166,0.6728488602810764,0.34831953048706055,141.6480999905616
002799.npy,0.002853797283023596,0.04404835402965546,25.445768629142226,0.5074542385160923,0.5991529226303101,135.3528999898117
002874.npy,0.006424923427402973,0.0752549022436142,21.92132052314872,0.8505711650459766,0.37045615911483765,161.8500999902608
001093.npy,0.0004424896906130016,0.014533031731843948,33.54096815849331,0.9297585832056999,0.12062881141901016,163.98389999812935
002745.npy,0.0012755284551531076,0.027238164097070694,28.94309846220253,0.7856378597316742,0.3958154022693634,169.87949999747798
000858.npy,0.002654784359037876,0.043428678065538406,25.75970739194803,0.7309828358229995,0.3577490746974945,156.33450000314042
001455.npy,0.0019994457252323627,0.03464584797620773,26.99090399012999,0.8737992632907629,0.18564315140247345,162.59419999551028
001516.npy,0.005337325390428305,0.05156484991312027,22.72676302363127,0.7838880256716795,0.2587662935256958,139.40289999300148
