filename,mse,psnr,ssim,lpips,inference_ms
000305.npy,0.0012827173,28.918690554813097,0.7219825104387253,0.3450959026813507,19.80469998670742
000306.npy,0.0014025378,28.530854320773877,0.7189224085845547,0.3249422609806061,19.64159999624826
000307.npy,0.0012445524,29.04986801383671,0.7348627927762718,0.35144007205963135,19.625899993116036
000308.npy,0.00050570664,32.96101325132432,0.9206012879632711,0.13138173520565033,19.666200008941814
000309.npy,0.0022071642,26.56165318594702,0.6673366153459996,0.31698739528656006,19.566500006476417
000310.npy,0.0020033424,26.982448203825314,0.667303214323759,0.37237873673439026,19.589099974837154
000311.npy,0.0021080459,26.7611994784103,0.6648914423165843,0.3511316478252411,19.651100010378286
000312.npy,0.005088276,22.934292985734608,0.8061694064213634,0.28950679302215576,19.53960000537336
000313.npy,0.00030578225,35.14587716141961,0.8546534145379067,0.27665555477142334,19.553399994038045
000314.npy,0.000268667,35.70785637736808,0.8502734116182328,0.3065218925476074,19.57639999454841
000315.npy,0.00031868278,34.966413920579605,0.864395736493826,0.2933364510536194,19.587699993280694
000316.npy,0.0005458763,32.62905792631614,0.8693746885552853,0.44143643975257874,19.51549999648705
000317.npy,0.0041782055,23.790102233915853,0.6103331226210564,0.48667219281196594,19.583199988119304
000318.npy,0.0040192353,23.958565937424453,0.6507493754632366,0.44188785552978516,19.53520000097342
000319.npy,0.0040046535,23.9743501489885,0.6608776665035335,0.3978433310985565,19.655500014778227
000320.npy,0.0063210935,21.99207785504859,0.6165664545386573,0.3711022436618805,19.52750000054948
000321.npy,0.0011791927,29.284151981708405,0.8469431515337229,0.19631853699684143,19.558400003006682
000322.npy,0.001542921,28.1165632055985,0.8263153060380779,0.1936199814081192,19.577300001401454
000323.npy,0.0013842753,28.587775399919167,0.8343226437832294,0.19094710052013397,19.61949997348711
000324.npy,0.0026838535,25.712411847606376,0.8175583749188571,0.19273741543293,21.72610000707209
