filename,sigma,mse,mae,psnr_db,ssim,inference_ms
003158.npy,0.01,0.002390315756201744,0.03936544805765152,26.215447178937033,0.4199549221689701,22.775100000217208
003151.npy,0.01,0.0012464482570067048,0.024922572076320648,29.043257498814196,0.8822258499321938,22.69720000003872
000413.npy,0.01,0.007946728728711605,0.07260613888502121,20.99811602889526,0.5126088816072046,22.669799999675888
000953.npy,0.01,0.0012084245681762695,0.02875080145895481,29.177804725840186,0.7279984949502945,22.663099999590486
000326.npy,0.01,0.0006837775581516325,0.01505712978541851,31.65085144803628,0.9147846909847968,22.53000000018801
001185.npy,0.01,0.0019416313152760267,0.03436053544282913,27.118332149751176,0.8361933159182071,22.58559999972931
000933.npy,0.01,0.0008562341099604964,0.018216095864772797,30.67407459030587,0.766688982570529,22.541399999681744
002708.npy,0.01,0.004054869990795851,0.05478673055768013,23.920230820637926,0.588394671998322,22.346400000060385
000187.npy,0.01,0.0006205879617482424,0.017871156334877014,32.07196637707804,0.9166217492837906,22.32129999993049
000284.npy,0.01,0.004977354779839516,0.05089058727025986,23.030014205474775,0.7029114783998653,22.382500000276195
002885.npy,0.01,0.002731888322159648,0.03887876123189926,25.635370625311744,0.7344099267400503,22.444500000347034
000787.npy,0.01,0.0004169990716036409,0.012510580942034721,33.798649196275356,0.9140432154386043,21.665799999937008
002364.npy,0.01,0.002092135837301612,0.02963675558567047,26.794101211635013,0.7615084129577429,21.89399999952002
001481.npy,0.01,0.003388992976397276,0.05124647542834282,24.699292968069674,0.8237264772267342,21.858899999642745
002533.npy,0.01,0.012698705308139324,0.09058067947626114,18.96240556069551,0.4851421750289872,21.831400000337453
002574.npy,0.01,0.001709285657852888,0.03710932284593582,27.671853254809502,0.9168814146342278,21.732199999860313
